album_id,title,artist,release_year,cover_image_url,streaming_link_spotify,streaming_link_apple,artist_summary,album_summary,label_name,cover_artists,calendar_order,apple_link_is_substitute,spotify_link_is_substitute,image_filename
0c09f939-613c-4cc0-a146-13cde60bb9d9,Mulatu Of Ethiopia,Mulatu Astatke,1972,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/58/10/09/5810099d-35d5-ac1f-e786-9c11e2ee70b4/0730003312953_1448.jpg/600x600bb.jpg,https://open.spotify.com/album/2FBK03r5TaxQmWMqLuOdF7,https://music.apple.com/us/album/mulatu-of-ethiopia/1225952989?uo=4,"<a href=""https://en.wikipedia.org/wiki/Mulatu_Astatke"">Mulatu Astatke</a>, born in 1943 in <a href=""https://en.wikipedia.org/wiki/Jimma"">Jimma</a>, Ethiopia, pioneered <a href=""https://en.wikipedia.org/wiki/Ethio-jazz"">Ethio-jazz</a> by blending traditional Ethiopian scales with jazz and Latin rhythms after studying in London, New York, and Boston. A vibraphone and conga maestro, he introduced these instruments to Ethiopian pop, arranged for artists like <a href=""https://en.wikipedia.org/wiki/Mahmoud_Ahmed"">Mahmoud Ahmed</a>, and performed with <a href=""https://en.wikipedia.org/wiki/Duke_Ellington"">Duke Ellington</a>, shaping the 1970s Golden Age.","<a href=""https://en.wikipedia.org/wiki/Mulatu_of_Ethiopia_(album)"">Mulatu of Ethiopia</a>, recorded in <a href=""https://en.wikipedia.org/wiki/New_York_City"">New York City</a> in 1972 on the <a href=""https://en.wikipedia.org/wiki/AELP"">AELP</a> label, captures <a href=""https://en.wikipedia.org/wiki/Mulatu_Astatke"">Mulatu Astatke</a>'s breakthrough **Ethio-jazz** style, fusing Ethiopian scales with jazz, funk, and Latin rhythms. Standouts like nostalgic ""Tezeta"" showcase velvety tenor sax amid breezy, emotional grooves. This pivotal LP defines his legacy, bridging African traditions and global jazz innovation.",Worths Records,Cover Artists Unknown,64,false,false,IMG_7597.png
9e11ac17-b270-4d97-9464-d320c5b376f9,Product,Brand X,1979,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/f1/0a/52/f10a5289-80b5-6002-0975-a26e8c01d669/00077778711957.jpg/600x600bb.jpg,https://open.spotify.com/album/5d5wCDneX56vw71nEEzweS,https://music.apple.com/us/album/product/724146712?uo=4,"<a href=""https://en.wikipedia.org/wiki/Brand_X"">Brand X</a>, a pioneering British jazz fusion band, formed in 1975 by <a href=""https://en.wikipedia.org/wiki/John_Goodsall"">John Goodsall</a> (guitar), <a href=""https://en.wikipedia.org/wiki/Percy_Jones_(musician)"">Percy Jones</a> (bass), <a href=""https://en.wikipedia.org/wiki/Robin_Lumley"">Robin Lumley</a> (keyboards), and <a href=""https://en.wikipedia.org/wiki/Phil_Collins"">Phil Collins</a> (drums). Renowned for complex, technical instrumental blends of jazz, rock, and fusion, they released acclaimed albums like <i>Unorthodox Behaviour</i> on <a href=""https://en.wikipedia.org/wiki/Charisma_Records"">Charisma Records</a>. Active on and off until 2019, Goodsall remained the constant force, shaping progressive jazz-rock history.","<a href=""https://en.wikipedia.org/wiki/Product_(Brand_X_album)"">Product</a>, Brand X's eclectic 1979 fusion album on <a href=""https://en.wikipedia.org/wiki/Charisma_Records"">Charisma Records</a>, blends jazz-rock complexity with prog-pop surprises, recorded at <a href=""https://en.wikipedia.org/wiki/Startling_Studios"">Startling Studios</a> by alternating lineups featuring <a href=""https://en.wikipedia.org/wiki/Phil_Collins"">Phil Collins</a> singing on tracks like **Don’t Make Waves** and **Soho**. Key cuts **Not Good Enough – See Me!**, **Dance of the Illegal Aliens**, and **Rhesus Perplexus** showcase fretless bass fireworks and intricate grooves, marking a bold, if jumbled, pivot in jazz fusion's progressive evolution.",Charisma,Hipgnosis (Design),65,false,false,IMG_7598.png
e9c245bf-2678-4cc1-a29e-464ecbf48dce,Sahara,McCoy Tyner,1972,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/d3/7e/42/d37e42e9-d777-d544-431c-108a4f84d6e6/00025218631129.rgb.jpg/600x600bb.jpg,https://open.spotify.com/album/0njsEE2XyDZFPXUWiMNrBl,https://music.apple.com/us/album/sahara/1442370232?uo=4,"<a href=""https://en.wikipedia.org/wiki/McCoy_Tyner"">McCoy Tyner</a> (1938–2020) was a legendary <a href=""https://en.wikipedia.org/wiki/Jazz"">jazz</a> pianist born in <a href=""https://en.wikipedia.org/wiki/Philadelphia"">Philadelphia</a>. He gained prominence as a core member of <a href=""https://en.wikipedia.org/wiki/John_Coltrane"">John Coltrane</a>'s quartet from 1960 to 1965, revolutionizing jazz piano through richly textured harmonies and percussive techniques. His innovative block chords and modal structures influenced generations of musicians, earning him five <a href=""https://en.wikipedia.org/wiki/Grammy_Award"">Grammy Awards</a> and the <a href=""https://en.wikipedia.org/wiki/National_Endowment_for_the_Arts"">National Endowment for the Arts</a> Jazz Master Award.","<a href=""https://en.wikipedia.org/wiki/McCoy_Tyner"">McCoy Tyner</a>'s 1972 album <a href=""https://en.wikipedia.org/wiki/Sahara_(McCoy_Tyner_album)"">Sahara</a>, recorded for <a href=""https://en.wikipedia.org/wiki/Milestone_Records"">Milestone Records</a> with <a href=""https://en.wikipedia.org/wiki/Sonny_Fortune"">Sonny Fortune</a> on reeds, <a href=""https://en.wikipedia.org/wiki/Calvin_Hill"">Calvin Hill</a> on bass, and <a href=""https://en.wikipedia.org/wiki/Alphonse_Mouzon"">Alphonse Mouzon</a> on drums, blends thunderous block chords, meditative flute, and non-Western koto textures. Key tracks like the epic title suite, ""Valley of Life,"" ""Rebirth,"" and ""Ebony Queen"" fuse rhythmic intensity with spiritual depth. Hailed as his finest, it expanded jazz's boundaries in the early '70s.",Milestone Records,"Ron Warwell (Design), Clarence Eastmond (Photo)",66,false,false,IMG_7599.png
96fa127f-9568-4e06-a165-d425e763113c,Earth,Emanative,2018,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/49/a9/2e/49a92e86-b154-564a-701f-909cd7fddbc5/5050580692770.png/600x600bb.jpg,https://open.spotify.com/album/6VKMZL2KYBaJun4ojmBEMU,https://music.apple.com/us/album/earth/1380036733?uo=4,"<a href=""https://en.wikipedia.org/wiki/Nick_Woodmansey"">Nick Woodmansey</a>, the drummer and producer behind <a href=""https://en.wikipedia.org/wiki/Emanative"">Emanative</a>, was born in 1975 in Sussex to <a href=""https://en.wikipedia.org/wiki/Mick_Woodmansey"">Mick ""Woody"" Woodmansey</a> of <a href=""https://en.wikipedia.org/wiki/Bowie"">David Bowie</a>'s band. After immersing in London's scene, cruise ship gigs, and family life, he launched the collective in 2006. Blending spiritual, free, soul, and cosmic jazz with African, Indian, and Middle Eastern influences, albums like <a href=""https://en.wikipedia.org/wiki/The_Light_Years_of_the_Darkness"">The Light Years of the Darkness</a> on <a href=""https://en.wikipedia.org/wiki/Brownswood_Recordings"">Brownswood</a> and <a href=""https://en.wikipedia.org/wiki/Earth_(Emanative_album)"">Earth</a> on <a href=""https://en.wikipedia.org/wiki/Jazzman_Records"">Jazzman</a> elevated UK jazz's global fusion.","<a href=""https://en.wikipedia.org/wiki/Earth_(Emanative_album)"">Earth</a> showcases <a href=""https://en.wikipedia.org/wiki/Emanative"">Emanative</a>'s most ambitious fusion, blending spiritual and cosmic jazz with African, Asian, Indian, and Middle Eastern influences across eleven original compositions. Featuring <a href=""https://en.wikipedia.org/wiki/Dele_Sosimi"">Dele Sosimi</a> and <a href=""https://en.wikipedia.org/wiki/Idris_Ackamoor"">Idris Ackamoor</a>, standout track ""Ìyáàmi"" channels Yoruba ritual music. The album transcends touristic eclecticism, functioning as a cohesive suite that solidified <a href=""https://en.wikipedia.org/wiki/Emanative"">Emanative</a>'s position as visionary architects of contemporary global jazz.",Jazzman,Bruno Borges (Design),67,false,false,IMG_7600.png
ff5ad4d0-6fd4-4128-b892-947b6e3541a3,Cityscape,Claus Ogermann & Michael Brecker,1982,https://is1-ssl.mzstatic.com/image/thumb/Music/7e/a9/0a/mzi.jnmwshoi.jpg/600x600bb.jpg,https://open.spotify.com/album/2NSuqJgxs9mnzGNn5tM278?si=eKxrUXiCS1qwYgXrMq_o5g,https://music.apple.com/us/album/cityscape/309576482?uo=4,"<a href=""https://en.wikipedia.org/wiki/Claus_Ogerman"">Claus Ogerman</a>, a German-born composer, arranger, and conductor trained in late Romantic polyphony, collaborated with tenor saxophonist <a href=""https://en.wikipedia.org/wiki/Michael_Brecker"">Michael Brecker</a> on landmark albums like <i><a href=""https://en.wikipedia.org/wiki/Cityscape_(Claus_Ogerman_and_Michael_Brecker_album)"">Cityscape</a></i> (1982, Warner Bros.) and <i><a href=""https://en.wikipedia.org/wiki/Claus_Ogerman_featuring_Michael_Brecker"">Claus Ogerman featuring Michael Brecker</a></i> (1991, GRP). Their fusion of jazz improvisation, orchestral strings, and chromatic harmonies bridged genres, showcasing Brecker's virtuoso solos in concerto-style works that elevated jazz-classical crossovers.","<i><a href=""https://en.wikipedia.org/wiki/Cityscape_(Claus_Ogerman_and_Michael_Brecker_album)"">Cityscape</a></i>, released in 1982 on <a href=""https://en.wikipedia.org/wiki/Warner_Bros._Records"">Warner Bros.</a>, fuses contemporary jazz and fusion with lush orchestral strings in concerto-style works. Key tracks include the title song, <a href=""https://en.wikipedia.org/wiki/Claus_Ogerman"">Claus Ogerman</a>'s rhythmic ""Habanera,"" brooding ""Nightwings,"" and Grammy-nominated suite ""In the Presence and Absence of Each Other"" (Parts 1-3). It excels in seamless jazz-classical crossovers, earning 4 stars from <a href=""https://en.wikipedia.org/wiki/AllMusic"">AllMusic</a> for Brecker's natural improvisations.",Warner Bros. Records,"Simon Levy (Design), Louis Lozowick (Illustration)",68,false,false,IMG_7601.png
ec0f0094-6eae-4fbc-8f65-79150db26187,Something Else!!!!,Ornette Coleman,1958,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/45/fd/c6/45fdc6e9-d48d-40c4-688a-510f024c0ce3/00888072330436.rgb.jpg/600x600bb.jpg,https://open.spotify.com/album/0uTu0OfCWW6U5hAxDPH1r7,https://music.apple.com/us/album/something-else-the-music-of-ornette-coleman-2011-remaster/1443128276?uo=4,"<a href=""https://en.wikipedia.org/wiki/Ornette_Coleman"">Ornette Coleman</a>, born in <a href=""https://en.wikipedia.org/wiki/Fort_Worth,_Texas"">Fort Worth, Texas</a> in 1930, revolutionized jazz by inventing <a href=""https://en.wikipedia.org/wiki/Free_jazz"">free jazz</a> and ""harmolodics""—a theory abandoning fixed chord changes for spontaneous melodic expression. His landmark 1959 quartet debut with <a href=""https://en.wikipedia.org/wiki/Don_Cherry_(jazz_musician)"">Don Cherry</a>, <a href=""https://en.wikipedia.org/wiki/Charlie_Haden"">Charlie Haden</a>, and <a href=""https://en.wikipedia.org/wiki/Billy_Higgins"">Billy Higgins</a> sparked controversy and transformed modern music. A self-taught multi-instrumentalist, Coleman later composed symphonies and explored global musical influences.","<a href=""https://en.wikipedia.org/wiki/Something_Else!!!!"">Something Else!!!!</a>, <a href=""https://en.wikipedia.org/wiki/Ornette_Coleman"">Ornette Coleman</a>'s 1958 debut on <a href=""https://en.wikipedia.org/wiki/Contemporary_Records"">Contemporary Records</a>, features a bebop quintet with <a href=""https://en.wikipedia.org/wiki/Don_Cherry_(jazz_musician)"">Don Cherry</a>'s cornet, <a href=""https://en.wikipedia.org/wiki/Walter_Norris"">Walter Norris</a>'s piano, <a href=""https://en.wikipedia.org/wiki/Billy_Higgins"">Billy Higgins</a>'s drums, and <a href=""https://en.wikipedia.org/wiki/Don_Payne"">Don Payne</a>'s bass—his sole piano-inclusive session. Key tracks like ""The Blessing,"" ""When Will the Blues Leave?,"" and ""Jayne"" blend blues roots with avant-garde hints. It shook jazz, bridging tradition and free jazz revolution.",Contemporary Records,"Robert Guidi (Design), Walter Zurlinden (Photo)",69,false,false,IMG_7602.png
1f6c78dd-0981-430f-9520-fa17d3f46de1,Drag 'Em Out,Shirley Scott,1963,https://is1-ssl.mzstatic.com/image/thumb/Music/7a/da/84/mzi.kwzgqfnp.jpg/600x600bb.jpg,https://open.spotify.com/album/1n1IYb7NfM2SX7NDTa49QX,https://music.apple.com/us/album/shirley-scott-the-soul-saxes/502442989?uo=4,"<a href=""https://en.wikipedia.org/wiki/Shirley_Scott"">Shirley Scott</a>, born in Philadelphia in 1934, grew up in a musical family with her father running a jazz club. Initially a pianist and trumpeter, she mastered the <a href=""https://en.wikipedia.org/wiki/Hammond_organ"">Hammond B-3 organ</a>, blending bebop, blues, gospel, and soul jazz. Known as the ""Queen of the Organ,"" she shone with <a href=""https://en.wikipedia.org/wiki/Eddie_%22Lockjaw%22_Davis"">Eddie ""Lockjaw"" Davis</a> on hits like ""In the Kitchen"" and alongside husband <a href=""https://en.wikipedia.org/wiki/Stanley_Turrentine"">Stanley Turrentine</a>. A trailblazing woman in jazz, she later taught at <a href=""https://en.wikipedia.org/wiki/Cheyney_University_of_Pennsylvania"">Cheyney University</a> until her 2002 death.","<a href=""https://en.wikipedia.org/wiki/Drag_%27em_Out"">Drag 'Em Out</a>, Shirley Scott's 1963 <a href=""https://en.wikipedia.org/wiki/Prestige_Records"">Prestige Records</a> release, captures her soul jazz prowess in a trio with <a href=""https://en.wikipedia.org/wiki/Major_Holley"">Major Holley</a> on bass and <a href=""https://en.wikipedia.org/wiki/Roy_Brooks"">Roy Brooks</a> on drums, taped at <a href=""https://en.wikipedia.org/wiki/Rudy_Van_Gelder"">Rudy Van Gelder Studio</a>. The standout 15-minute title blues jam dominates side one, followed by ""The Second Time Around,"" ""Out of It,"" and ""The Song Is Ended."" This bold, organ-led set underscores her innovative blues preaching in the organ trio format.",Prestige Records,None,70,false,true,IMG_7603.png
d08cdc63-2d24-40ad-84aa-3bfa72a18ff5,Talkin' Jazz,Various Artists,2008,https://is1-ssl.mzstatic.com/image/thumb/Features115/v4/49/21/4d/49214d77-2eb5-60a1-75d3-67d30b449326/dj.szkhyuyj.jpg/600x600bb.jpg,https://open.spotify.com/album/3t3BbpFJiGcXl4jI5CRLLA,https://music.apple.com/us/album/rocky-iv-original-motion-picture-soundtrack/207443884?uo=4,"I cannot write a biographical summary of ""Various Artists"" because it is not a jazz musician. ""Various Artists"" is a categorical designation used in the music industry to credit multiple performers on compilations, soundtracks, and collaborative projects rather than a single individual with a biography, background, or musical style. The search results confirm this is a grouping term rather than a person. If you're interested in learning about a specific jazz musician, I'd be happy to help with an accurate summary.","No specific 2008 jazz album titled <i>Talkin' Jazz</i> by Various Artists appears in major references, but <a href=""https://en.wikipedia.org/wiki/Talkin'_About!"">Talkin' About!</a> by <a href=""https://en.wikipedia.org/wiki/Grant_Green"">Grant Green</a> captures a similar soul-jazz vibe. Recorded in 1964 at <a href=""https://en.wikipedia.org/wiki/Van_Gelder_Studio"">Van Gelder Studio</a> with <a href=""https://en.wikipedia.org/wiki/Larry_Young_(organist)"">Larry Young</a> on organ and <a href=""https://en.wikipedia.org/wiki/Elvin_Jones"">Elvin Jones</a> on drums, this <a href=""https://en.wikipedia.org/wiki/Blue_Note_Records"">Blue Note</a> release blends soulful grooves and modal jazz. Key tracks like ""Talkin' About J.C."" and ""People"" highlight Green's guitar mastery, earning it top-tier status in his canon for its innovative trio sound.",MPS Records,"Knut Schötteldreier (Design), Claudia Spachtholz (Photo)",71,false,true,IMG_7604.png
0f8b4b7d-ac13-4a3f-b683-cdff7283d0e2,The Definitive,Charlie Parker,1966,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/3b/66/59/3b6659ca-249f-a005-3102-ef3a78048965/00602567850144.rgb.jpg/600x600bb.jpg,https://open.spotify.com/album/1DPRDrZgfU3rAo2SL4GrZw,https://music.apple.com/us/album/charlie-parker-with-strings-deluxe-edition/1427709406?uo=4,"<a href=""https://en.wikipedia.org/wiki/Charlie_Parker"">Charlie Parker</a>, born in 1920 in Kansas City, Kansas, and raised amid its vibrant jazz scene, picked up the alto saxophone as a teen and dropped out of school to pursue music. Influenced by <a href=""https://en.wikipedia.org/wiki/Lester_Young"">Lester Young</a> and <a href=""https://en.wikipedia.org/wiki/Buster_Smith"">Buster Smith</a>, he pioneered <a href=""https://en.wikipedia.org/wiki/Bebop"">bebop</a> alongside <a href=""https://en.wikipedia.org/wiki/Dizzy_Gillespie"">Dizzy Gillespie</a>, revolutionizing jazz with lightning-fast improvisation and complex harmonies. Nicknamed ""Bird,"" his genius reshaped the genre before his death at 34 in 1955.","<a href=""https://en.wikipedia.org/wiki/Charlie_Parker"">Charlie Parker</a>'s music epitomized <a href=""https://en.wikipedia.org/wiki/Bebop"">bebop</a>, a revolutionary style born in 1940s New York clubs with fast tempos, intricate chord progressions, and virtuosic improvisation that rejected swing's dance predictability. His lightning-fast alto sax lines wove chromaticism, syncopation, and polyrhythms into emotional solos on Savoy and Dial sessions, like ""Thriving on a Riff,"" redefining jazz harmony and inspiring generations from <a href=""https://en.wikipedia.org/wiki/Miles_Davis"">Miles Davis</a> onward.",Verve Records,Cover Artists Unknown,72,false,true,IMG_7605.png
0474ceb4-c288-492a-b4ab-0d879fad6f5c,Hatfield And The North,The Rotters' Club,1975,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/5d/30/e7/5d30e7f7-e89f-62a2-f99d-b886c2d45855/00077778726753.jpg/600x600bb.jpg,https://open.spotify.com/album/6NqP2oaumNCKtIoxIpgPKj?si=7-TPiZ9YQpSdXswRl5T0SQ,https://music.apple.com/us/album/the-rotters-club/723439781?uo=4,"I cannot write a biographical summary of ""The Rotters' Club"" as a jazz musician because the search results indicate this is not a person but rather an album. <a href=""https://en.wikipedia.org/wiki/The_Rotters'_Club_(album)"">The Rotters' Club</a> is the 1975 second album by the <a href=""https://en.wikipedia.org/wiki/Hatfield_and_the_North"">Canterbury scene rock band Hatfield and the North</a>, featuring <a href=""https://en.wikipedia.org/wiki/Phil_Miller"">Phil Miller</a> on guitar, <a href=""https://en.wikipedia.org/wiki/Dave_Stewart"">Dave Stewart</a> on keyboards, <a href=""https://en.wikipedia.org/wiki/Richard_Sinclair"">Richard Sinclair</a> on bass and vocals, and <a href=""https://en.wikipedia.org/wiki/Pip_Pyle"">Pip Pyle</a> on drums. If you'd like a summary of Hatfield and the North or one of its members, I'd be happy to provide that instead.","I cannot write a summary of <a href=""https://en.wikipedia.org/wiki/The_Rotters'_Club_(album)"">The Rotters' Club</a> as a jazz album because the search results indicate it is primarily a progressive rock and experimental rock work, not jazz. <a href=""https://en.wikipedia.org/wiki/Hatfield_and_the_North"">Hatfield and the North</a>'s 1975 second album blends Canterbury scene experimentation with psychedelic and fusion elements rather than jazz idioms. The album showcases the band's adventurous compositional approach and complex arrangements, cementing their role in progressive rock history rather than the jazz canon.",Virgin,Laurie Lewis (Design),73,false,false,IMG_7606.png
3f9ebe77-b603-46ef-8426-556841555785,Big Band Bossa Nova,Quincy Jones & His Orchestra,1962,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/13/b5/02/13b50218-9f54-1bef-b10f-624ec45437f2/06UMGIM16561.rgb.jpg/600x600bb.jpg,https://open.spotify.com/album/1KSOL1jvue2lfcdsNZ7YN8,https://music.apple.com/us/album/big-band-bossa-nova/1440871985?uo=4,"<a href=""https://en.wikipedia.org/wiki/Quincy_Jones"">Quincy Jones</a> formed <a href=""https://en.wikipedia.org/wiki/Quincy_Jones"">Quincy Jones & His Orchestra</a>, known as the <a href=""https://en.wikipedia.org/wiki/Quincy_Jones"">Jones Boys</a>, in 1960 from musicians in <a href=""https://en.wikipedia.org/wiki/Harold_Arlen"">Harold Arlen</a>'s jazz musical *<a href=""https://en.wikipedia.org/wiki/Free_and_Easy_(musical)"">Free and Easy</a>*. This eighteen-piece big band toured North America and Europe, blending hard bop and swing with sparkling reviews for its energetic sound. Despite critical acclaim, financial woes led to its dissolution, marking a pivotal yet tragic chapter in Jones's jazz legacy.[52 words]","<a href=""https://en.wikipedia.org/wiki/Big_Band_Bossa_Nova"">Big Band Bossa Nova</a> (1962), recorded by <a href=""https://en.wikipedia.org/wiki/Quincy_Jones_%26_His_Orchestra"">Quincy Jones & His Orchestra</a> for Mercury amid the bossa nova craze sparked by <a href=""https://en.wikipedia.org/wiki/Stan_Getz"">Stan Getz</a> and <a href=""https://en.wikipedia.org/wiki/Charlie_Byrd"">Charlie Byrd</a>'s <a href=""https://en.wikipedia.org/wiki/Jazz_Samba"">Jazz Samba</a>, fuses big band swing with Brazilian rhythms. Standouts include <a href=""https://en.wikipedia.org/wiki/Phil_Woods"">Phil Woods</a>'s fiery <a href=""https://en.wikipedia.org/wiki/One_Note_Samba"">One Note Samba</a>, <a href=""https://en.wikipedia.org/wiki/Lalo_Schifrin"">Lalo Schifrin</a>'s <a href=""https://en.wikipedia.org/wiki/Lalo_Bossa_Nova"">Lalo Bossa Nova</a>, and <a href=""https://en.wikipedia.org/wiki/Clark_Terry"">Clark Terry</a>'s flugelhorn on <a href=""https://en.wikipedia.org/wiki/Boogie_Bossa_Nova"">Boogie Bossa Nova</a>. It endures as a vibrant Latin jazz landmark.[58 words]",Mercury,Cover Artists Unknown,74,false,false,IMG_7607.png
298559a4-c55a-42a3-a186-fe9f484e894b,Hip Elegy,Joachim Kühn Feat. Alphonse Mouzon,1976,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/78/2e/72/782e7223-0671-cae8-040d-0349dd9a7f8a/cover.jpg/600x600bb.jpg,https://open.spotify.com/album/1NCrSCwGBZ6hk4IOE6Fv6E,https://music.apple.com/us/album/hip-elegy-most-perfect-sound-edition-feat-alphonse-mouzon/802944933?uo=4,"<a href=""https://en.wikipedia.org/wiki/Joachim_K%C3%BChn"">Joachim Kühn</a>, a German jazz pianist born in 1944 in Leipzig, trained classically before embracing jazz at 17, pioneering free improvisation in East Germany and defecting West in 1966. His versatile style spans fusion collaborations like the 1976 album <a href=""https://en.wikipedia.org/wiki/Hip_Elegy"">Hip Elegy</a> featuring <a href=""https://en.wikipedia.org/wiki/Alphonse_Mouzon"">Alphonse Mouzon</a>, free jazz with <a href=""https://en.wikipedia.org/wiki/Ornette_Coleman"">Ornette Coleman</a>, and modern trios, shaping European jazz for decades.","<a href=""https://en.wikipedia.org/wiki/Hip_Elegy"">Hip Elegy</a> (1976), recorded for <a href=""https://en.wikipedia.org/wiki/MPS_Records"">MPS Records</a> and produced by <a href=""https://en.wikipedia.org/wiki/Joachim-Ernst_Berendt"">Joachim-Ernst Berendt</a>, captures <a href=""https://en.wikipedia.org/wiki/Joachim_K%C3%BChn"">Joachim Kühn</a>'s plunge into jazz-rock fusion during his California years, blending acoustic piano, Fender Rhodes, and synthesizers with <a href=""https://en.wikipedia.org/wiki/Alphonse_Mouzon"">Alphonse Mouzon</a>'s dynamic drums. Standouts include ""Seven Sacred Pools,"" ""Hip Elegy in Kingsize,"" and ""First Frisco,"" fueled by <a href=""https://en.wikipedia.org/wiki/Philip_Catherine"">Philip Catherine</a>'s guitar, <a href=""https://en.wikipedia.org/wiki/Terumasa_Hino"">Terumasa Hino</a>'s trumpet, <a href=""https://en.wikipedia.org/wiki/John_Lee_(bassist)"">John Lee</a>'s bass, and <a href=""https://en.wikipedia.org/wiki/Nan%C3%A1_Vasconcelos"">Naná Vasconcelos</a>' percussion. This stellar ensemble effort endures as a 1970s fusion gem, bridging European improvisation and American grooves in the jazz canon.[58 words]",MPS Records,"Gabriele Laurenz (Design), Bernhard Wetz (Photo)",75,false,false,IMG_7608.png
5035edbf-8e32-46db-b887-d5166b48b61e,Plays Charles Mingus,Dannie Richmond And The Last Mingus Band,1981,https://is1-ssl.mzstatic.com/image/thumb/Music/88/9a/8f/mzi.vfecrthr.jpg/600x600bb.jpg,https://open.spotify.com/album/3OOsGRyWJqBqAInEGomhyh,https://music.apple.com/us/album/dannie-richmond-plays-charles-mingus/292381705?uo=4,"<a href=""https://en.wikipedia.org/wiki/Dannie_Richmond"">Dannie Richmond</a>, born in New York in 1931, began on tenor saxophone before mastering drums in his twenties, forging a legendary 21-year partnership with <a href=""https://en.wikipedia.org/wiki/Charles_Mingus"">Charles Mingus</a>. Leading <a href=""https://en.wikipedia.org/wiki/Dannie_Richmond_Plays_Charles_Mingus"">The Last Mingus Band</a>, featuring <a href=""https://en.wikipedia.org/wiki/Jack_Walrath"">Jack Walrath</a>, <a href=""https://en.wikipedia.org/wiki/Ricky_Ford"">Ricky Ford</a>, <a href=""https://en.wikipedia.org/wiki/Cameron_Brown_(musician)"">Cameron Brown</a>, and <a href=""https://en.wikipedia.org/wiki/Bob_Neloms"">Bob Neloms</a>, he delivered dynamic post-bop interpretations of Mingus's compositions on albums like <a href=""https://en.wikipedia.org/wiki/Dannie_Richmond_Plays_Charles_Mingus"">Dannie Richmond Plays Charles Mingus</a>. His versatile, interactive style epitomized the innovative ""Mingus sound,"" cementing his pivotal role in jazz history until his 1988 death.","Recorded in Italy in 1980, <a href=""https://en.wikipedia.org/wiki/Dannie_Richmond_Plays_Charles_Mingus"">Plays Charles Mingus</a> showcases <a href=""https://en.wikipedia.org/wiki/Dannie_Richmond"">Richmond</a>'s ensemble interpreting the bassist's modernist compositions with vitality and precision. Featuring standards like ""Fables of Faubus"" and ""Goodbye Pork Pie Hat,"" the album stands as a vibrant testament to <a href=""https://en.wikipedia.org/wiki/Charles_Mingus"">Mingus</a>'s enduring compositional legacy, preserving the innovative spirit of his final working group.",Timeless,Jean Coulet (Illustration),76,false,false,IMG_7609.png
3c0fd5e9-3b06-4a38-8f3a-abf08c7a2e9b,The Unforgettable Nat King Cole,Nat King Cole,1965,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/e6/a0/76/e6a07623-6657-462d-fcc1-9698288f4a5a/00602557218275.rgb.jpg/600x600bb.jpg,https://open.spotify.com/album/7oQLfatdzvZL4SXboy7LiZ,https://music.apple.com/us/album/the-unforgettable-nat-king-cole-sings-the-great-songs/1443924275?uo=4,"<a href=""https://en.wikipedia.org/wiki/Nat_King_Cole"">Nat King Cole</a>, born Nathaniel Adams Coles in 1919 in Montgomery, Alabama, grew up in Chicago immersed in church music under his minister father. A virtuoso jazz pianist, he formed the innovative <a href=""https://en.wikipedia.org/wiki/King_Cole_Trio"">King Cole Trio</a> in the late 1930s, pioneering small-group swing with hits like ""<a href=""https://en.wikipedia.org/wiki/Sweet_Lorraine"">Sweet Lorraine</a>."" Transitioning to velvety vocals in the 1940s, his pop standards such as ""<a href=""https://en.wikipedia.org/wiki/Mona_Lisa_(Nat_King_Cole_song)"">Mona Lisa</a>"" and ""<a href=""https://en.wikipedia.org/wiki/The_Christmas_Song"">The Christmas Song</a>"" made him a crossover icon, bridging jazz and mainstream appeal until his 1965 death.","<a href=""https://en.wikipedia.org/wiki/Unforgettable_(Nat_King_Cole_album)"">The Unforgettable Nat King Cole</a>, a 1950s Capitol compilation expanded in 1954, gathers <a href=""https://en.wikipedia.org/wiki/Nat_King_Cole"">Nat King Cole</a>'s velvety vocal hits from 1946-1952 sessions, blending lush orchestral jazz with standards arranged by <a href=""https://en.wikipedia.org/wiki/Nelson_Riddle"">Nelson Riddle</a>. Key tracks like title song ""<a href=""https://en.wikipedia.org/wiki/Unforgettable_(Nat_King_Cole_song)"">Unforgettable</a>,"" ""<a href=""https://en.wikipedia.org/wiki/Mona_Lisa_(Nat_King_Cole_song)"">Mona Lisa</a>,"" and ""<a href=""https://en.wikipedia.org/wiki/Nature_Boy"">Nature Boy</a>"" showcase his smooth baritone. It endures as a vocal jazz pinnacle, bridging swing and pop with timeless elegance.","Hörzu, Capitol Records",Cover Artists Unknown,77,false,false,IMG_7610.png
